,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,-0.0,13.815333225847752,4.19624548056034,4.430292261074744,4.433710457390586,5.705820460607422,4.795842894487141,5.61231612812546,5.907464815350966,6.985121876110339,9.06679868550488,2.6685047704394647,3.6458649164468837,3.1198081109230142,3.8064492375819206,3.5503936809549055,10.269983110482029,4.689800669159568,4.59550438447969,4.592445312726606,7.944432847442011,6.163791847080814,12.663935749036712,8.500742048091832,7.397225873692656,15.307994493915373,8.530817518888282,8.331254518340218
1,13.815333225847752,-0.0,11.853957781395437,21.581408567978187,27.22626307243462,39.97400871795333,33.93168052198389,22.068087301470218,19.664787553650307,25.098158452688953,34.20439818729554,15.502057899828435,17.72572653355271,16.70831688749059,13.82849676997624,23.66648623405042,33.22611114470043,27.52623873971634,19.88435219092021,11.161406113622641,26.04840442054955,24.622341090574054,33.34902520268,33.43400036007151,24.23755500616599,43.48844117323832,37.458921662902036,30.615671579607277
2,4.19624548056034,11.853957781395437,-0.0,5.3788701341840826,5.900787447094689,7.4697616501331945,5.550288555026681,3.8894040786680972,8.285186603893116,6.720762913399376,9.79226709835977,3.936948153490558,4.707893936570201,3.5340561342614967,3.200249358246577,4.62019201653723,6.014686677452575,5.252929983747216,3.9575775725185074,4.478393619456678,7.933550670446147,5.7822044278726255,13.81987353851305,10.448808156812545,8.331396878729741,17.81238785251688,9.605259911938386,11.793302373979282
3,4.430292261074744,21.581408567978187,5.3788701341840826,-0.0,5.127247234650991,6.4045311490495065,5.148396845702253,5.045881984557151,9.043946273705227,7.947252019722138,6.360372264449331,3.2942873520426526,6.765642547868288,4.180231966548271,3.7783916545197744,4.850111615361385,6.346206131467481,4.871291451599476,3.830164579438752,4.0769558012525655,6.34833041894233,4.438865490909562,15.184653491783717,10.500480406369206,10.105372481570948,17.51541847390152,10.596128899845837,9.87790094878075
4,4.433710457390586,27.22626307243462,5.900787447094689,5.127247234650991,-0.0,5.915666766053237,5.157737634339779,4.99169166399726,9.232696616053703,9.572264467714115,8.349629444696603,3.868665977886954,5.797676770585397,4.691990645645986,4.670996844443319,2.9724316296291358,8.134426115835941,4.249801607475422,5.0533738444109195,6.4396194505145825,10.002720328250058,5.919975356910443,14.294906871226484,9.22444636340903,10.792783132514709,16.551944716748057,9.432595749284165,10.606405806497417
5,5.705820460607422,39.97400871795333,7.4697616501331945,6.4045311490495065,5.915666766053237,-0.0,5.14420551260405,5.847452536176943,7.1747617657348375,3.667058307779431,7.776440786833718,6.441532922423594,5.288558597034393,6.604904977285338,7.119881868236009,4.794545501227346,8.160389734909554,5.516587252915757,4.961481115771118,9.047700488149891,5.643077956368282,7.2133223894169465,9.017010379563237,5.954831883874843,5.070770254703283,12.032112031452137,4.9895869182429164,6.180462156371295
6,4.795842894487141,33.93168052198389,5.550288555026681,5.148396845702253,5.157737634339779,5.14420551260405,-0.0,4.427352879991206,8.04300341240754,6.653231497952272,6.870537309419211,5.182147551031935,6.457647474213196,5.280383911524285,5.087751324612555,4.921965519486741,5.9757654521453025,4.351973301379706,2.861910080966983,5.839479868321414,5.685541842952209,5.563282659039538,13.23803155247029,8.656908495362538,8.776958683108376,14.725806253801434,8.889495610311414,9.225992433943118
7,5.61231612812546,22.068087301470218,3.8894040786680972,5.045881984557151,4.99169166399726,5.847452536176943,4.427352879991206,-0.0,8.578062534117052,7.657796551513315,11.130456803603572,4.0676286370305235,7.274627352283666,5.809417499571074,3.8745975558852668,3.1716295880261525,6.0485232126993935,5.2505469148249135,3.2207269022872493,3.925672171506109,7.754006509774601,4.9963712639428595,13.23493804202234,10.410032807324873,9.277536935788655,17.969622377433325,8.558619975307082,12.011137863371843
8,5.907464815350966,19.664787553650307,8.285186603893116,9.043946273705227,9.232696616053703,7.1747617657348375,8.04300341240754,8.578062534117052,-0.0,7.438233432009262,11.934913751171404,7.560202448912155,7.296265091057054,8.204535270689984,7.858932801339312,6.446604190915383,10.234340507527413,8.594190632938792,8.118109894653006,8.27284164139715,10.344902267234,8.804428749049977,11.898082944483697,8.177462266098336,6.1021002815588,17.914503799741944,10.542324580773277,7.597283673951719
9,6.985121876110339,25.098158452688953,6.720762913399376,7.947252019722138,9.572264467714115,3.667058307779431,6.653231497952272,7.657796551513315,7.438233432009262,-0.0,8.296848558882909,7.36818712440546,7.20465277884961,7.686733310170928,8.234243988368661,6.693863134861612,8.490391021764905,6.748163383580974,6.6022096071170635,8.246959567746616,5.5523231539309865,9.189972230337936,8.518588259989077,5.000857036459589,4.3126800734994974,11.478429765168272,9.27139099685257,5.613965206713724
10,9.06679868550488,34.20439818729554,9.79226709835977,6.360372264449331,8.349629444696603,7.776440786833718,6.870537309419211,11.130456803603572,11.934913751171404,8.296848558882909,-0.0,9.64631131809615,13.322804226824852,6.681071639455525,8.506927585547048,10.509303400358068,10.681660031168985,5.695523075733482,7.002241460287033,8.616808257572837,7.917047484762093,6.774019274800666,20.50286122620255,11.589348736223295,13.95932544330921,16.941997286733912,13.369261623703261,11.576377524203277
11,2.6685047704394647,15.502057899828435,3.936948153490558,3.2942873520426526,3.868665977886954,6.441532922423594,5.182147551031935,4.0676286370305235,7.560202448912155,7.36818712440546,9.64631131809615,-0.0,4.198792297631935,3.468299265654693,3.360077463226801,3.2152357387702017,8.27641968330904,4.7823831277537865,3.7549086179571676,4.284786408715733,7.563226441319619,4.618569531187933,13.814817828400617,9.124390046906953,8.962786649884688,16.312119778389707,7.8592617274497165,9.186351309110185
12,3.6458649164468837,17.72572653355271,4.707893936570201,6.765642547868288,5.797676770585397,5.288558597034393,6.457647474213196,7.274627352283666,7.296265091057054,7.20465277884961,13.322804226824852,4.198792297631935,-0.0,4.649959255699803,5.275286728196733,4.572611939538912,9.572565151316432,5.929983729209013,6.264872196677537,6.7504302321136,10.454447943082142,8.781936156856533,12.72542439592489,7.85656396820348,6.180078969403784,16.01693869781913,7.957973027586294,7.992473750659074
13,3.1198081109230142,16.70831688749059,3.5340561342614967,4.180231966548271,4.691990645645986,6.604904977285338,5.280383911524285,5.809417499571074,8.204535270689984,7.686733310170928,6.681071639455525,3.468299265654693,4.649959255699803,-0.0,3.076905997055691,4.801571524970308,7.940226663470664,4.2763072730070215,5.128980169133773,3.82125938526372,9.463103783569759,5.6515184556898275,15.02882222243513,9.541667571975768,9.099327853409362,16.47479124798702,9.103962559566465,9.613194963977728
14,3.8064492375819206,13.82849676997624,3.200249358246577,3.7783916545197744,4.670996844443319,7.119881868236009,5.087751324612555,3.8745975558852668,7.858932801339312,8.234243988368661,8.506927585547048,3.360077463226801,5.275286728196733,3.076905997055691,-0.0,3.898354755073166,6.769399320877561,4.228487754302794,4.10118173113304,3.3961001493765224,7.900362041130098,4.554386874096371,14.799206553916367,10.5647059875848,9.272992899129365,18.28248246012057,9.022792732474006,11.029314135512228
15,3.5503936809549055,23.66648623405042,4.62019201653723,4.850111615361385,2.9724316296291358,4.794545501227346,4.921965519486741,3.1716295880261525,6.446604190915383,6.693863134861612,10.509303400358068,3.2152357387702017,4.572611939538912,4.801571524970308,3.898354755073166,-0.0,6.803987993535112,3.7290915265409903,3.734853597010561,5.097343146823504,6.92868536562544,4.425165113351372,12.287239567812971,8.689756412365718,8.66036153591395,16.274253431325608,8.335445945012793,9.830388001455464
16,10.269983110482029,33.22611114470043,6.014686677452575,6.346206131467481,8.134426115835941,8.160389734909554,5.9757654521453025,6.0485232126993935,10.234340507527413,8.490391021764905,10.681660031168985,8.27641968330904,9.572565151316432,7.940226663470664,6.769399320877561,6.803987993535112,-0.0,9.022655221893062,6.727501129465287,9.124990942417096,9.743150716837626,8.586750592658811,14.382368575248863,11.28078665773435,10.990378382412755,20.712962719575607,13.078749174788587,16.266278339323367
17,4.689800669159568,27.52623873971634,5.252929983747216,4.871291451599476,4.249801607475422,5.516587252915757,4.351973301379706,5.2505469148249135,8.594190632938792,6.748163383580974,5.695523075733482,4.7823831277537865,5.929983729209013,4.2763072730070215,4.228487754302794,3.7290915265409903,9.022655221893062,-0.0,3.1235867249592615,4.995730274442124,5.813603134686777,4.0880783229378,14.579960266773424,9.229659554444403,10.142208448126134,16.708551674936825,9.11745107918492,9.938973029901373
18,4.59550438447969,19.88435219092021,3.9575775725185074,3.830164579438752,5.0533738444109195,4.961481115771118,2.861910080966983,3.2207269022872493,8.118109894653006,6.6022096071170635,7.002241460287033,3.7549086179571676,6.264872196677537,5.128980169133773,4.10118173113304,3.734853597010561,6.727501129465287,3.1235867249592615,-0.0,3.8751239829688506,4.973903565493398,4.399939758879553,12.338789429205844,8.423919910747166,8.238063365750921,14.954044130146643,7.751261043869187,9.147442925325475
19,4.592445312726606,11.161406113622641,4.478393619456678,4.0769558012525655,6.4396194505145825,9.047700488149891,5.839479868321414,3.925672171506109,8.27284164139715,8.246959567746616,8.616808257572837,4.284786408715733,6.7504302321136,3.82125938526372,3.3961001493765224,5.097343146823504,9.124990942417096,4.995730274442124,3.8751239829688506,-0.0,7.44340185638312,3.3311610412888912,15.663758673988273,12.351651853883169,10.63925763446878,19.44411273229892,10.439199235924333,12.179203750380973
20,7.944432847442011,26.04840442054955,7.933550670446147,6.34833041894233,10.002720328250058,5.643077956368282,5.685541842952209,7.754006509774601,10.344902267234,5.5523231539309865,7.917047484762093,7.563226441319619,10.454447943082142,9.463103783569759,7.900362041130098,6.92868536562544,9.743150716837626,5.813603134686777,4.973903565493398,7.44340185638312,-0.0,8.047754744983097,12.937115610802486,8.944249041793084,7.993941802690053,14.756652631259426,11.246069004125381,8.901575907839474
21,6.163791847080814,24.622341090574054,5.7822044278726255,4.438865490909562,5.919975356910443,7.2133223894169465,5.563282659039538,4.9963712639428595,8.804428749049977,9.189972230337936,6.774019274800666,4.618569531187933,8.781936156856533,5.6515184556898275,4.554386874096371,4.425165113351372,8.586750592658811,4.0880783229378,4.399939758879553,3.3311610412888912,8.047754744983097,-0.0,16.16976976588308,12.924985082185128,12.232756654325422,20.081903621347873,10.857833301889183,13.513676054222628
22,12.663935749036712,33.34902520268,13.81987353851305,15.184653491783717,14.294906871226484,9.017010379563237,13.23803155247029,13.23493804202234,11.898082944483697,8.518588259989077,20.50286122620255,13.814817828400617,12.72542439592489,15.02882222243513,14.799206553916367,12.287239567812971,14.382368575248863,14.579960266773424,12.338789429205844,15.663758673988273,12.937115610802486,16.16976976588308,-0.0,5.016511625201757,5.7825022731803735,3.884804750460699,10.103241120136804,6.694414653825877
23,8.500742048091832,33.43400036007151,10.448808156812545,10.500480406369206,9.22444636340903,5.954831883874843,8.656908495362538,10.410032807324873,8.177462266098336,5.000857036459589,11.589348736223295,9.124390046906953,7.85656396820348,9.541667571975768,10.5647059875848,8.689756412365718,11.28078665773435,9.229659554444403,8.423919910747166,12.351651853883169,8.944249041793084,12.924985082185128,5.016511625201757,-0.0,3.256547133737934,7.3441824162395095,6.10737127264435,3.2036819084421397
24,7.397225873692656,24.23755500616599,8.331396878729741,10.105372481570948,10.792783132514709,5.070770254703283,8.776958683108376,9.277536935788655,6.1021002815588,4.3126800734994974,13.95932544330921,8.962786649884688,6.180078969403784,9.099327853409362,9.272992899129365,8.66036153591395,10.990378382412755,10.142208448126134,8.238063365750921,10.63925763446878,7.993941802690053,12.232756654325422,5.7825022731803735,3.256547133737934,-0.0,8.945460597712502,8.025349783327984,2.7901681926950754
25,15.307994493915373,43.48844117323832,17.81238785251688,17.51541847390152,16.551944716748057,12.032112031452137,14.725806253801434,17.969622377433325,17.914503799741944,11.478429765168272,16.941997286733912,16.312119778389707,16.01693869781913,16.47479124798702,18.28248246012057,16.274253431325608,20.712962719575607,16.708551674936825,14.954044130146643,19.44411273229892,14.756652631259426,20.081903621347873,3.884804750460699,7.3441824162395095,8.945460597712502,-0.0,12.48569597799,8.063565311281533
26,8.530817518888282,37.458921662902036,9.605259911938386,10.596128899845837,9.432595749284165,4.9895869182429164,8.889495610311414,8.558619975307082,10.542324580773277,9.27139099685257,13.369261623703261,7.8592617274497165,7.957973027586294,9.103962559566465,9.022792732474006,8.335445945012793,13.078749174788587,9.11745107918492,7.751261043869187,10.439199235924333,11.246069004125381,10.857833301889183,10.103241120136804,6.10737127264435,8.025349783327984,12.48569597799,-0.0,8.48803284730438
27,8.331254518340218,30.615671579607277,11.793302373979282,9.87790094878075,10.606405806497417,6.180462156371295,9.225992433943118,12.011137863371843,7.597283673951719,5.613965206713724,11.576377524203277,9.186351309110185,7.992473750659074,9.613194963977728,11.029314135512228,9.830388001455464,16.266278339323367,9.938973029901373,9.147442925325475,12.179203750380973,8.901575907839474,13.513676054222628,6.694414653825877,3.2036819084421397,2.7901681926950754,8.063565311281533,8.48803284730438,-0.0
